id,player,piece,start,result,Site,survived,victory,survived_or_victory,match_name,killed_by
W-P-c,white,Pawn,,black wins,https://lichess.org/so3sqz3z,False,True,False,ddj (white) vs kinner (black),B-N-b
B-P-d,black,Pawn,d7,black wins,https://lichess.org/so3sqz3z,True,False,True,ddj (white) vs kinner (black),
B-P-g,black,Pawn,g7,black wins,https://lichess.org/so3sqz3z,True,False,True,ddj (white) vs kinner (black),
B-P-h,black,Pawn,,black wins,https://lichess.org/so3sqz3z,False,False,False,ddj (white) vs kinner (black),W-N-g
B-R-a,black,Rook,,black wins,https://lichess.org/so3sqz3z,False,False,False,ddj (white) vs kinner (black),W-N-b
W-Q,white,Queen,e7,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
B-N-g,black,Knight,,white wins,https://lichess.org/yke7uhwv,False,True,False,namesnik (white) vs Hooman (black),W-Q
B-K,black,King,d7,white wins,https://lichess.org/yke7uhwv,True,True,True,namesnik (white) vs Hooman (black),
W-B-f,white,Bishop,c4,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
B-P-f,black,Pawn,e5,white wins,https://lichess.org/yke7uhwv,True,True,True,namesnik (white) vs Hooman (black),
W-N-b,white,Knight,c3,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
B-Q,black,Queen,a5,white wins,https://lichess.org/yke7uhwv,True,True,True,namesnik (white) vs Hooman (black),
W-N-g,white,Knight,,white wins,https://lichess.org/yke7uhwv,False,False,False,namesnik (white) vs Hooman (black),B-P-f
B-P-c,black,Pawn,c6,white wins,https://lichess.org/yke7uhwv,True,True,True,namesnik (white) vs Hooman (black),
W-B-c,white,Bishop,h4,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
B-P-d,black,Pawn,,white wins,https://lichess.org/yke7uhwv,False,True,False,namesnik (white) vs Hooman (black),W-N-g
W-P-f,white,Pawn,,white wins,https://lichess.org/yke7uhwv,False,False,False,namesnik (white) vs Hooman (black),B-P-d
B-P-g,black,Pawn,,white wins,https://lichess.org/yke7uhwv,False,True,False,namesnik (white) vs Hooman (black),W-B-c
B-P-e,black,Pawn,,white wins,https://lichess.org/yke7uhwv,False,True,False,namesnik (white) vs Hooman (black),W-P-f
W-P-d,white,Pawn,d4,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
W-P-e,white,Pawn,e4,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
W-R-a,white,Rook,a1,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
W-K,white,King,e1,white wins,https://lichess.org/yke7uhwv,True,False,False,namesnik (white) vs Hooman (black),
W-R-h,white,Rook,h1,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
W-P-a,white,Pawn,a2,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
W-P-b,white,Pawn,b2,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
W-P-c,white,Pawn,c2,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
W-P-g,white,Pawn,g2,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
W-P-h,white,Pawn,h2,white wins,https://lichess.org/yke7uhwv,True,False,True,namesnik (white) vs Hooman (black),
B-P-a,black,Pawn,a7,white wins,https://lichess.org/yke7uhwv,True,True,True,namesnik (white) vs Hooman (black),
B-P-b,black,Pawn,b7,white wins,https://lichess.org/yke7uhwv,True,True,True,namesnik (white) vs Hooman (black),
B-P-h,black,Pawn,h7,white wins,https://lichess.org/yke7uhwv,True,True,True,namesnik (white) vs Hooman (black),
B-R-a,black,Rook,a8,white wins,https://lichess.org/yke7uhwv,True,True,True,namesnik (white) vs Hooman (black),
B-N-b,black,Knight,b8,white wins,https://lichess.org/yke7uhwv,True,True,True,namesnik (white) vs Hooman (black),
B-B-c,black,Bishop,c8,white wins,https://lichess.org/yke7uhwv,True,True,True,namesnik (white) vs Hooman (black),
B-B-f,black,Bishop,,white wins,https://lichess.org/yke7uhwv,False,True,False,namesnik (white) vs Hooman (black),W-Q
B-R-h,black,Rook,h8,white wins,https://lichess.org/yke7uhwv,True,True,True,namesnik (white) vs Hooman (black),
W-K,white,King,c2,white wins,https://lichess.org/vlup3m6l,True,False,False,BulletPlay (white) vs ptdhina (black),
B-Q,black,Queen,a1,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
W-Q,white,Queen,f3,white wins,https://lichess.org/vlup3m6l,True,False,True,BulletPlay (white) vs ptdhina (black),
B-B-f,black,Bishop,h4,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
W-B-c,white,Bishop,h6,white wins,https://lichess.org/vlup3m6l,True,False,True,BulletPlay (white) vs ptdhina (black),
B-R-h,black,Rook,g8,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
B-P-e,black,Pawn,f4,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
W-P-f,white,Pawn,,white wins,https://lichess.org/vlup3m6l,False,False,False,BulletPlay (white) vs ptdhina (black),B-P-e
B-N-g,black,Knight,,white wins,https://lichess.org/vlup3m6l,False,True,False,BulletPlay (white) vs ptdhina (black),W-Q
W-N-g,white,Knight,,white wins,https://lichess.org/vlup3m6l,False,False,False,BulletPlay (white) vs ptdhina (black),B-N-g
W-P-g,white,Pawn,g4,white wins,https://lichess.org/vlup3m6l,True,False,True,BulletPlay (white) vs ptdhina (black),
W-P-h,white,Pawn,,white wins,https://lichess.org/vlup3m6l,False,False,False,BulletPlay (white) vs ptdhina (black),B-N-g
B-N-b,black,Knight,a6,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
B-B-c,black,Bishop,g6,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
W-P-e,white,Pawn,e4,white wins,https://lichess.org/vlup3m6l,True,False,True,BulletPlay (white) vs ptdhina (black),
W-P-b,white,Pawn,b3,white wins,https://lichess.org/vlup3m6l,True,False,True,BulletPlay (white) vs ptdhina (black),
B-P-d,black,Pawn,d6,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
W-P-c,white,Pawn,c4,white wins,https://lichess.org/vlup3m6l,True,False,True,BulletPlay (white) vs ptdhina (black),
W-P-d,white,Pawn,d3,white wins,https://lichess.org/vlup3m6l,True,False,True,BulletPlay (white) vs ptdhina (black),
W-R-a,white,Rook,,white wins,https://lichess.org/vlup3m6l,False,False,False,BulletPlay (white) vs ptdhina (black),B-Q
W-N-b,white,Knight,b1,white wins,https://lichess.org/vlup3m6l,True,False,True,BulletPlay (white) vs ptdhina (black),
W-B-f,white,Bishop,f1,white wins,https://lichess.org/vlup3m6l,True,False,True,BulletPlay (white) vs ptdhina (black),
W-R-h,white,Rook,h1,white wins,https://lichess.org/vlup3m6l,True,False,True,BulletPlay (white) vs ptdhina (black),
W-P-a,white,Pawn,a2,white wins,https://lichess.org/vlup3m6l,True,False,True,BulletPlay (white) vs ptdhina (black),
B-P-a,black,Pawn,a7,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
B-P-b,black,Pawn,b7,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
B-P-c,black,Pawn,c7,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
B-P-f,black,Pawn,f7,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
B-P-g,black,Pawn,,white wins,https://lichess.org/vlup3m6l,False,True,False,BulletPlay (white) vs ptdhina (black),W-B-c
B-P-h,black,Pawn,h7,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
B-R-a,black,Rook,a8,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
B-K,black,King,e8,white wins,https://lichess.org/vlup3m6l,True,True,True,BulletPlay (white) vs ptdhina (black),
W-P-h,white,Pawn,h3,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
B-N-b,black,Knight,e6,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-B-c,white,Bishop,g5,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
B-N-g,black,Knight,g4,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-Q,white,Queen,d2,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
B-R-a,black,Rook,c8,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-B-f,white,Bishop,,white wins,https://lichess.org/200dku7m,False,False,False,_viper_ (white) vs Naitero_Nagasaki (black),B-R-a
B-K,black,King,g7,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-N-b,white,Knight,,white wins,https://lichess.org/200dku7m,False,False,False,_viper_ (white) vs Naitero_Nagasaki (black),B-K
B-P-b,black,Pawn,b5,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
B-P-a,black,Pawn,a5,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
B-Q,black,Queen,c7,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
B-B-f,black,Bishop,e7,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-N-g,white,Knight,f3,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
B-P-c,black,Pawn,c6,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
B-P-d,black,Pawn,d6,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-P-d,white,Pawn,d3,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
B-P-e,black,Pawn,e5,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-P-e,white,Pawn,e4,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-R-a,white,Rook,a1,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-K,white,King,e1,white wins,https://lichess.org/200dku7m,True,False,False,_viper_ (white) vs Naitero_Nagasaki (black),
W-R-h,white,Rook,h1,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-P-a,white,Pawn,a2,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-P-b,white,Pawn,b2,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-P-c,white,Pawn,c2,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-P-f,white,Pawn,f2,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-P-g,white,Pawn,g2,white wins,https://lichess.org/200dku7m,True,False,True,_viper_ (white) vs Naitero_Nagasaki (black),
B-P-f,black,Pawn,,white wins,https://lichess.org/200dku7m,False,True,False,_viper_ (white) vs Naitero_Nagasaki (black),W-B-f
B-P-g,black,Pawn,,white wins,https://lichess.org/200dku7m,False,True,False,_viper_ (white) vs Naitero_Nagasaki (black),W-N-b
B-P-h,black,Pawn,h7,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
B-B-c,black,Bishop,,white wins,https://lichess.org/200dku7m,False,True,False,_viper_ (white) vs Naitero_Nagasaki (black),W-B-f
B-R-h,black,Rook,h8,white wins,https://lichess.org/200dku7m,True,True,True,_viper_ (white) vs Naitero_Nagasaki (black),
W-B-f,white,Bishop,c2,white wins,https://lichess.org/5ogzk7p4,True,False,True,BulletPlay (white) vs ptdhina (black),
B-N-b,black,Knight,e5,white wins,https://lichess.org/5ogzk7p4,True,True,True,BulletPlay (white) vs ptdhina (black),
W-R-h,white,Rook,d1,white wins,https://lichess.org/5ogzk7p4,True,False,True,BulletPlay (white) vs ptdhina (black),
B-B-c,black,Bishop,,white wins,https://lichess.org/5ogzk7p4,False,True,False,BulletPlay (white) vs ptdhina (black),W-R-h
W-N-g,white,Knight,f4,white wins,https://lichess.org/5ogzk7p4,True,False,True,BulletPlay (white) vs ptdhina (black),
B-R-h,black,Rook,,white wins,https://lichess.org/5ogzk7p4,False,True,False,BulletPlay (white) vs ptdhina (black),W-N-g
W-K,white,King,c1,white wins,https://lichess.org/5ogzk7p4,True,False,False,BulletPlay (white) vs ptdhina (black),
W-R-a,white,Rook,,white wins,https://lichess.org/5ogzk7p4,False,False,False,BulletPlay (white) vs ptdhina (black),B-B-c
B-N-g,black,Knight,h4,white wins,https://lichess.org/5ogzk7p4,True,True,True,BulletPlay (white) vs ptdhina (black),
W-N-b,white,Knight,a3,white wins,https://lichess.org/5ogzk7p4,True,False,True,BulletPlay (white) vs ptdhina (black),
B-P-d,black,Pawn,d6,white wins,https://lichess.org/5ogzk7p4,True,True,True,BulletPlay (white) vs ptdhina (black),
W-P-g,white,Pawn,,white wins,https://lichess.org/5ogzk7p4,False,False,False,BulletPlay (white) vs ptdhina (black),B-R-h
B-B-f,black,Bishop,,white wins,https://lichess.org/5ogzk7p4,False,True,False,BulletPlay (white) vs ptdhina (black),W-P-g
W-P-e,white,Pawn,,white wins,https://lichess.org/5ogzk7p4,False,False,False,BulletPlay (white) vs ptdhina (black),B-B-f
B-P-e,black,Pawn,,white wins,https://lichess.org/5ogzk7p4,False,True,False,BulletPlay (white) vs ptdhina (black),W-P-e
B-P-f,black,Pawn,g6,white wins,https://lichess.org/5ogzk7p4,True,True,True,BulletPlay (white) vs ptdhina (black),
W-Q,white,Queen,,white wins,https://lichess.org/5ogzk7p4,False,False,False,BulletPlay (white) vs ptdhina (black),B-P-f
B-Q,black,Queen,,white wins,https://lichess.org/5ogzk7p4,False,True,False,BulletPlay (white) vs ptdhina (black),W-Q
W-P-c,white,Pawn,c4,white wins,https://lichess.org/5ogzk7p4,True,False,True,BulletPlay (white) vs ptdhina (black),
B-K,black,King,g8,white wins,https://lichess.org/5ogzk7p4,True,True,True,BulletPlay (white) vs ptdhina (black),
W-P-f,white,Pawn,,white wins,https://lichess.org/5ogzk7p4,False,False,False,BulletPlay (white) vs ptdhina (black),B-P-e
W-B-c,white,Bishop,b2,white wins,https://lichess.org/5ogzk7p4,True,False,True,BulletPlay (white) vs ptdhina (black),
W-P-b,white,Pawn,b3,white wins,https://lichess.org/5ogzk7p4,True,False,True,BulletPlay (white) vs ptdhina (black),
W-P-a,white,Pawn,a2,white wins,https://lichess.org/5ogzk7p4,True,False,True,BulletPlay (white) vs ptdhina (black),
W-P-d,white,Pawn,d2,white wins,https://lichess.org/5ogzk7p4,True,False,True,BulletPlay (white) vs ptdhina (black),
W-P-h,white,Pawn,h2,white wins,https://lichess.org/5ogzk7p4,True,False,True,BulletPlay (white) vs ptdhina (black),
B-P-a,black,Pawn,a7,white wins,https://lichess.org/5ogzk7p4,True,True,True,BulletPlay (white) vs ptdhina (black),
B-P-b,black,Pawn,b7,white wins,https://lichess.org/5ogzk7p4,True,True,True,BulletPlay (white) vs ptdhina (black),
B-P-c,black,Pawn,c7,white wins,https://lichess.org/5ogzk7p4,True,True,True,BulletPlay (white) vs ptdhina (black),
B-P-g,black,Pawn,g7,white wins,https://lichess.org/5ogzk7p4,True,True,True,BulletPlay (white) vs ptdhina (black),
B-P-h,black,Pawn,h7,white wins,https://lichess.org/5ogzk7p4,True,True,True,BulletPlay (white) vs ptdhina (black),
B-R-a,black,Rook,a8,white wins,https://lichess.org/5ogzk7p4,True,True,True,BulletPlay (white) vs ptdhina (black),
B-P-d,black,Pawn,d2,black wins,https://lichess.org/323xsy2k,True,False,True,krakowiaczek46 (white) vs MSMCSSM (black),
W-R-a,white,Rook,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-P-d
W-K,white,King,h2,black wins,https://lichess.org/323xsy2k,True,True,True,krakowiaczek46 (white) vs MSMCSSM (black),
B-N-g,black,Knight,e2,black wins,https://lichess.org/323xsy2k,True,False,True,krakowiaczek46 (white) vs MSMCSSM (black),
B-R-h,black,Rook,b7,black wins,https://lichess.org/323xsy2k,True,False,True,krakowiaczek46 (white) vs MSMCSSM (black),
B-K,black,King,f7,black wins,https://lichess.org/323xsy2k,True,False,False,krakowiaczek46 (white) vs MSMCSSM (black),
B-R-a,black,Rook,f4,black wins,https://lichess.org/323xsy2k,True,False,True,krakowiaczek46 (white) vs MSMCSSM (black),
W-N-b,white,Knight,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-R-a
W-P-f,white,Pawn,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-N-g
B-P-f,black,Pawn,f6,black wins,https://lichess.org/323xsy2k,True,False,True,krakowiaczek46 (white) vs MSMCSSM (black),
B-P-h,black,Pawn,h6,black wins,https://lichess.org/323xsy2k,True,False,True,krakowiaczek46 (white) vs MSMCSSM (black),
W-R-h,white,Rook,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-N-g
W-P-e,white,Pawn,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-R-h
W-P-a,white,Pawn,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-R-a
W-B-f,white,Bishop,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-R-a
B-B-c,black,Bishop,,black wins,https://lichess.org/323xsy2k,False,False,False,krakowiaczek46 (white) vs MSMCSSM (black),W-B-f
W-P-b,white,Pawn,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-B-c
B-P-b,black,Pawn,,black wins,https://lichess.org/323xsy2k,False,False,False,krakowiaczek46 (white) vs MSMCSSM (black),W-P-b
W-B-c,white,Bishop,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-P-d
B-B-f,black,Bishop,,black wins,https://lichess.org/323xsy2k,False,False,False,krakowiaczek46 (white) vs MSMCSSM (black),W-B-c
B-P-c,black,Pawn,,black wins,https://lichess.org/323xsy2k,False,False,False,krakowiaczek46 (white) vs MSMCSSM (black),W-P-b
W-P-c,white,Pawn,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-P-c
W-P-h,white,Pawn,h3,black wins,https://lichess.org/323xsy2k,True,True,True,krakowiaczek46 (white) vs MSMCSSM (black),
W-Q,white,Queen,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-B-f
W-N-g,white,Knight,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-P-c
B-N-b,black,Knight,,black wins,https://lichess.org/323xsy2k,False,False,False,krakowiaczek46 (white) vs MSMCSSM (black),W-N-g
B-Q,black,Queen,,black wins,https://lichess.org/323xsy2k,False,False,False,krakowiaczek46 (white) vs MSMCSSM (black),W-Q
B-P-e,black,Pawn,,black wins,https://lichess.org/323xsy2k,False,False,False,krakowiaczek46 (white) vs MSMCSSM (black),W-P-e
W-P-d,white,Pawn,,black wins,https://lichess.org/323xsy2k,False,True,False,krakowiaczek46 (white) vs MSMCSSM (black),B-P-e
W-P-g,white,Pawn,g2,black wins,https://lichess.org/323xsy2k,True,True,True,krakowiaczek46 (white) vs MSMCSSM (black),
B-P-a,black,Pawn,a7,black wins,https://lichess.org/323xsy2k,True,False,True,krakowiaczek46 (white) vs MSMCSSM (black),
B-P-g,black,Pawn,g7,black wins,https://lichess.org/323xsy2k,True,False,True,krakowiaczek46 (white) vs MSMCSSM (black),
B-Q,black,Queen,h5,black wins,https://lichess.org/0bhlqqje,True,False,True,Hooman (white) vs jtkjtkful (black),
W-R-a,white,Rook,h8,black wins,https://lichess.org/0bhlqqje,True,True,True,Hooman (white) vs jtkjtkful (black),
B-N-g,black,Knight,h6,black wins,https://lichess.org/0bhlqqje,True,False,True,Hooman (white) vs jtkjtkful (black),
W-K,white,King,h3,black wins,https://lichess.org/0bhlqqje,True,True,True,Hooman (white) vs jtkjtkful (black),
B-R-a,black,Rook,f2,black wins,https://lichess.org/0bhlqqje,True,False,True,Hooman (white) vs jtkjtkful (black),
B-K,black,King,e7,black wins,https://lichess.org/0bhlqqje,True,False,False,Hooman (white) vs jtkjtkful (black),
W-Q,white,Queen,a8,black wins,https://lichess.org/0bhlqqje,True,True,True,Hooman (white) vs jtkjtkful (black),
B-P-c,black,Pawn,d6,black wins,https://lichess.org/0bhlqqje,True,False,True,Hooman (white) vs jtkjtkful (black),
W-N-b,white,Knight,,black wins,https://lichess.org/0bhlqqje,False,True,False,Hooman (white) vs jtkjtkful (black),B-P-c
B-B-f,black,Bishop,c5,black wins,https://lichess.org/0bhlqqje,True,False,True,Hooman (white) vs jtkjtkful (black),
W-P-c,white,Pawn,,black wins,https://lichess.org/0bhlqqje,False,True,False,Hooman (white) vs jtkjtkful (black),B-B-f
B-P-b,black,Pawn,,black wins,https://lichess.org/0bhlqqje,False,False,False,Hooman (white) vs jtkjtkful (black),W-N-b
W-P-d,white,Pawn,,black wins,https://lichess.org/0bhlqqje,False,True,False,Hooman (white) vs jtkjtkful (black),B-R-a
W-B-f,white,Bishop,,black wins,https://lichess.org/0bhlqqje,False,True,False,Hooman (white) vs jtkjtkful (black),B-R-a
B-B-c,black,Bishop,,black wins,https://lichess.org/0bhlqqje,False,False,False,Hooman (white) vs jtkjtkful (black),W-B-f
W-P-a,white,Pawn,,black wins,https://lichess.org/0bhlqqje,False,True,False,Hooman (white) vs jtkjtkful (black),B-B-c
B-N-b,black,Knight,,black wins,https://lichess.org/0bhlqqje,False,False,False,Hooman (white) vs jtkjtkful (black),W-P-a
W-P-e,white,Pawn,e5,black wins,https://lichess.org/0bhlqqje,True,True,True,Hooman (white) vs jtkjtkful (black),
W-P-g,white,Pawn,g3,black wins,https://lichess.org/0bhlqqje,True,True,True,Hooman (white) vs jtkjtkful (black),
B-P-e,black,Pawn,e6,black wins,https://lichess.org/0bhlqqje,True,False,True,Hooman (white) vs jtkjtkful (black),
W-B-c,white,Bishop,,black wins,https://lichess.org/0bhlqqje,False,True,False,Hooman (white) vs jtkjtkful (black),B-R-a
W-N-g,white,Knight,g1,black wins,https://lichess.org/0bhlqqje,True,True,True,Hooman (white) vs jtkjtkful (black),
W-R-h,white,Rook,h1,black wins,https://lichess.org/0bhlqqje,True,True,True,Hooman (white) vs jtkjtkful (black),
W-P-b,white,Pawn,b2,black wins,https://lichess.org/0bhlqqje,True,True,True,Hooman (white) vs jtkjtkful (black),
W-P-f,white,Pawn,,black wins,https://lichess.org/0bhlqqje,False,True,False,Hooman (white) vs jtkjtkful (black),B-R-a
W-P-h,white,Pawn,h2,black wins,https://lichess.org/0bhlqqje,True,True,True,Hooman (white) vs jtkjtkful (black),
B-P-a,black,Pawn,a7,black wins,https://lichess.org/0bhlqqje,True,False,True,Hooman (white) vs jtkjtkful (black),
B-P-d,black,Pawn,d7,black wins,https://lichess.org/0bhlqqje,True,False,True,Hooman (white) vs jtkjtkful (black),
B-P-f,black,Pawn,f7,black wins,https://lichess.org/0bhlqqje,True,False,True,Hooman (white) vs jtkjtkful (black),
B-P-g,black,Pawn,g7,black wins,https://lichess.org/0bhlqqje,True,False,True,Hooman (white) vs jtkjtkful (black),
B-P-h,black,Pawn,h7,black wins,https://lichess.org/0bhlqqje,True,False,True,Hooman (white) vs jtkjtkful (black),
B-R-h,black,Rook,,black wins,https://lichess.org/0bhlqqje,False,False,False,Hooman (white) vs jtkjtkful (black),W-R-a
W-Q,white,Queen,a8,white wins,https://lichess.org/g57v4fyf,True,False,True,daredevil (white) vs thomasbrent (black),
B-K,black,King,b8,white wins,https://lichess.org/g57v4fyf,True,True,True,daredevil (white) vs thomasbrent (black),
W-B-f,white,Bishop,,white wins,https://lichess.org/g57v4fyf,False,False,False,daredevil (white) vs thomasbrent (black),B-K
B-P-h,black,Pawn,h4,white wins,https://lichess.org/g57v4fyf,True,True,True,daredevil (white) vs thomasbrent (black),
B-P-a,black,Pawn,b6,white wins,https://lichess.org/g57v4fyf,True,True,True,daredevil (white) vs thomasbrent (black),
W-P-a,white,Pawn,,white wins,https://lichess.org/g57v4fyf,False,False,False,daredevil (white) vs thomasbrent (black),B-P-a
W-P-g,white,Pawn,g3,white wins,https://lichess.org/g57v4fyf,True,False,True,daredevil (white) vs thomasbrent (black),
B-N-g,black,Knight,g4,white wins,https://lichess.org/g57v4fyf,True,True,True,daredevil (white) vs thomasbrent (black),
B-Q,black,Queen,d6,white wins,https://lichess.org/g57v4fyf,True,True,True,daredevil (white) vs thomasbrent (black),
W-B-c,white,Bishop,e3,white wins,https://lichess.org/g57v4fyf,True,False,True,daredevil (white) vs thomasbrent (black),
B-P-g,black,Pawn,g5,white wins,https://lichess.org/g57v4fyf,True,True,True,daredevil (white) vs thomasbrent (black),
B-N-b,black,Knight,e7,white wins,https://lichess.org/g57v4fyf,True,True,True,daredevil (white) vs thomasbrent (black),
W-K,white,King,h1,white wins,https://lichess.org/g57v4fyf,True,False,False,daredevil (white) vs thomasbrent (black),
W-P-d,white,Pawn,d5,white wins,https://lichess.org/g57v4fyf,True,False,True,daredevil (white) vs thomasbrent (black),
W-R-h,white,Rook,f1,white wins,https://lichess.org/g57v4fyf,True,False,True,daredevil (white) vs thomasbrent (black),
B-R-a,black,Rook,d8,white wins,https://lichess.org/g57v4fyf,True,True,True,daredevil (white) vs thomasbrent (black),
B-B-c,black,Bishop,,white wins,https://lichess.org/g57v4fyf,False,True,False,daredevil (white) vs thomasbrent (black),W-B-f
B-P-b,black,Pawn,,white wins,https://lichess.org/g57v4fyf,False,True,False,daredevil (white) vs thomasbrent (black),W-P-a
W-N-b,white,Knight,c3,white wins,https://lichess.org/g57v4fyf,True,False,True,daredevil (white) vs thomasbrent (black),
W-N-g,white,Knight,f3,white wins,https://lichess.org/g57v4fyf,True,False,True,daredevil (white) vs thomasbrent (black),
B-P-e,black,Pawn,,white wins,https://lichess.org/g57v4fyf,False,True,False,daredevil (white) vs thomasbrent (black),W-B-c
W-P-f,white,Pawn,,white wins,https://lichess.org/g57v4fyf,False,False,False,daredevil (white) vs thomasbrent (black),B-P-e
W-P-e,white,Pawn,e4,white wins,https://lichess.org/g57v4fyf,True,False,True,daredevil (white) vs thomasbrent (black),
W-R-a,white,Rook,a1,white wins,https://lichess.org/g57v4fyf,True,False,True,daredevil (white) vs thomasbrent (black),
W-P-b,white,Pawn,b2,white wins,https://lichess.org/g57v4fyf,True,False,True,daredevil (white) vs thomasbrent (black),
